name,calories,protein_g,carbs_g,fat_g,fibre_g,food_group,diet_type,source
"Boondi raita",688,2.2,4,73.8,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet raita (Meetha raita)",99,3.2,17.9,1.8,1,"Sweets","vegetarian","INDB_Kaggle"
"Dahi vadas/Dahi bhalla",668,3,5.5,70.4,1,"Dairy","vegetarian","INDB_Kaggle"
"Gunjia",667,3,5.7,70.3,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Saunth/Sonth chutney with tamarind/imli",142,1,33.6,0.2,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rice kheer (Chawal ki kheer)",75,2.3,10.1,3,0.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Makhana kheer",108,3.3,12.9,5,0.1,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Vermicelli kheer (Semiya/Seviyan ki kheer)",120,3.4,15.9,5,0.5,"Sweets","vegetarian","INDB_Kaggle"
"Semolina kheer (Suji/Rava kheer)",113,3.4,15.9,4.2,0.5,"Sweets","vegetarian","INDB_Kaggle"
"Paneer kheer",105,4.5,10,5.4,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Cabbage kheer (Pattagobhi ki kheer)",84,2.9,9.7,3.8,0.5,"Sweets","vegetarian","INDB_Kaggle"
"Carrot kheer (Gajar ki kheer)",85,2.8,10.1,3.9,0.7,"Sweets","vegetarian","INDB_Kaggle"
"Cauliflower kheer (Phoolgobhi ki kheer)",82,3,8.8,4,0.6,"Sweets","vegetarian","INDB_Kaggle"
"Moong dal kheer",77,3,9.9,3,0.4,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Phirni",116,3.5,16.1,4.3,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina halwa (Suji ka halwa)",226,2.2,24.7,13.4,1.9,"Sweets","vegetarian","INDB_Kaggle"
"Shahi suji halwa",382,3.5,44.4,21.7,3,"Sweets","vegetarian","INDB_Kaggle"
"Carrot halwa (Gajar ka halwa)",173,3.1,18.5,9.7,2.7,"Sweets","vegetarian","INDB_Kaggle"
"Egg halwa (Ande ka halwa)",300,7.9,39.6,13.4,0.5,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Potato halwa (Aloo ka halwa)",152,1.5,29.2,3.5,1.6,"Sweets","vegetarian","INDB_Kaggle"
"Pumpkin halwa (Kaddu ka halwa)",190,1.3,27.6,8.8,3,"Sweets","vegetarian","INDB_Kaggle"
"Moong dal halwa",350,8.4,40.2,17.7,2.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Caramel custard (steamed)",122,5,15,4.9,0,"Beverages","vegetarian","INDB_Kaggle"
"Baked custard",107,5.4,9.5,5.3,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Soft Custard (stirred)",109,5,11.2,5.1,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate ice cream",178,4.5,15.4,11.3,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango ice cream",126,3.4,11.1,7.6,0.5,"Fruits","vegetarian","INDB_Kaggle"
"Fruit Ice cream (Phalon ka Ice cream)",171,4.4,16.1,10.4,0.3,"Fruits","vegetarian","INDB_Kaggle"
"Caramel ice cream",174,4.3,14.8,11.2,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lemon souffle",169,7,13.4,10,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange souffle",168,6.8,14.2,9.7,0.2,"Fruits","vegetarian","INDB_Kaggle"
"Vanilla souffle",188,7.7,14.8,11.2,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate souffle",189,7.9,14.7,11.4,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pineapple souffle",196,8.1,15.5,11.7,0,"Fruits","vegetarian","INDB_Kaggle"
"Apple mousse",107,4.2,12.8,4.3,1.6,"Fruits","vegetarian","INDB_Kaggle"
"Rich chocolate mousse",188,8,10.8,12.2,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango mousse",125,3.2,9.1,8.5,0.9,"Fruits","vegetarian","INDB_Kaggle"
"Orange and pineapple cream",101,1.4,12,5.4,1,"Fruits","vegetarian","INDB_Kaggle"
"Charlotte rousse",188,4,34.1,4.8,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Triffle pudding",117,2.9,18.2,3.9,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Snow flakes pudding",95,4.7,8.1,5,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Kulfi",98,3.2,11.3,4.7,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Steamed orange pudding",278,2.3,41.5,12,0.6,"Beverages","vegetarian","INDB_Kaggle"
"Meringue and rice pudding",113,4.8,14.6,4.1,0.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Cheese pudding",285,11.3,19.3,18.4,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Chocolate pudding",212,3.6,29.6,9.5,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bread and butter pudding",168,5.6,19.6,7.9,1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Queen of pudding",133,5.5,16.4,5.4,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pineapple upside down pudding",258,3.2,35.7,11.9,0.8,"Fruits","vegetarian","INDB_Kaggle"
"Date and nut pie",322,3.9,46.9,13.3,4.1,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Stewed apple with custard",93,1.3,18.4,1.8,1,"Fruits","vegetarian","INDB_Kaggle"
"Apple snowballs",102,0.9,24.6,0.3,1.3,"Fruits","vegetarian","INDB_Kaggle"
"Hot orange souffle",180,6.9,18.8,9,0.3,"Fruits","vegetarian","INDB_Kaggle"
"Hot chocolate souffle",226,6.7,26.2,11.1,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Hot vanilla souffle",193,6.9,21.8,9.1,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Plain burfi (Burfi)",408,9.8,30.9,28,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Coconut burfi (Nariyal ki burfi)",468,8.8,32.2,34.6,3.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Bottle gourd burfi (Ghiya/Lauki burfi)",276,5.9,24.5,17.7,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate burfi",339,13,33.2,17.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cashewnut burfi (Kaju burfi/Kaju katli)",422,5.5,37.9,28.5,1.1,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Gram flour burfi (Besan burfi)",422,11.2,46.6,22.4,3.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo )",429,6.7,52.9,21.9,4.7,"Sweets","vegetarian","INDB_Kaggle"
"Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo )",464,5.7,50.9,27,6.7,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Gram flour ladoo (Besan ladoo)",477,8.9,62.6,22.8,4.4,"Sweets","vegetarian","INDB_Kaggle"
"Sesame ladoo (Til ke ladoo)",397,10.7,43.5,19.6,7.7,"Sweets","vegetarian","INDB_Kaggle"
"Chenna murki",253,10.5,36,8.2,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Milk cake",127,3,9.1,8.9,0.1,"Beverages","vegetarian","INDB_Kaggle"
"Ghujia/Lavang latika",769,1.9,13,78.9,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gulab Jamun with khoya",586,2,26.1,53.2,0.1,"Sweets","vegetarian","INDB_Kaggle"
"Mal pua",567,1.7,17.6,54.6,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Shahi tukre",190,2.8,41.5,2.5,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Potato pakora/pakoda (Aloo pakoda)",677,1.9,6,71.8,1,"Snacks","vegetarian","INDB_Kaggle"
"Onion pakora/pakoda (Pyaaz ke pakode)",675,1.9,5.4,71.8,1.1,"Snacks","vegetarian","INDB_Kaggle"
"Cauliflower pakora/pakoda (Phoolgobhi ke pakode)",672,2,4.5,71.9,1.3,"Snacks","vegetarian","INDB_Kaggle"
"Mixed vegetable pakora/pakoda",674,1.9,5.1,71.9,1.1,"Snacks","vegetarian","INDB_Kaggle"
"Spinach pakora/pakoda (Palak pakoda)",713,2,4.7,76.4,1,"Snacks","vegetarian","INDB_Kaggle"
"Methi pakora/pakoda (Methi ke pakode)",713,2.1,4.7,76.4,1.2,"Snacks","vegetarian","INDB_Kaggle"
"Egg pakora/pakoda (Ande ke pakode)",711,2.8,4.5,75.9,0.9,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Bread pakora/pakoda",711,2.6,8.9,74.2,1.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Paneer pakora/pakoda",718,3.3,5.5,76.1,0.9,"Dairy","vegetarian","INDB_Kaggle"
"Potato bonda (Aloo bonda)",633,1.1,4.5,67.8,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Potato samosa (Aloo ka samosa)",577,1.7,9.2,59.2,1.2,"Snacks","vegetarian","INDB_Kaggle"
"Minced meat samosa (Keema ka samosa)",621,4.4,6.1,64.3,0.4,"Snacks","non-vegetarian","INDB_Kaggle"
"Paneer and pea samosa (Paneer matar ka samosa)",624,4,8.6,63.7,1,"Dairy","vegetarian","INDB_Kaggle"
"Mathri",805,1.8,12.3,83.1,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Khasta kachori",713,2.5,12.8,72.3,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetable cutlet",665,1.3,4.7,71.3,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet)",702,1.8,7.4,73.9,0.9,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Peanut cutlet (Mungfali ke cutlet)",699,2.6,5.7,74,1.2,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Fish cutlet (Machli ka cutlet)",655,2.8,3.1,70.1,0.5,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Paneer potato cutlet (Paneer aloo cutlet)",673,2.5,5.2,71.4,0.4,"Dairy","vegetarian","INDB_Kaggle"
"Spinach chickpeas cutlet (Palak channa dal cutlet)",688,1.4,4.9,73.6,0.9,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Cheese toast",785,2,5.5,84.1,0.3,"Dairy","vegetarian","INDB_Kaggle"
"Vegetable burger",520,3.3,13.7,50.6,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese pizza",250,5.8,30.6,12.4,2,"Dairy","vegetarian","INDB_Kaggle"
"Vegetable seekh kebab",691,1.6,5.3,73.7,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Masala vada",826,1.7,4.1,89.2,1.1,"Snacks","vegetarian","INDB_Kaggle"
"Peanut sago vada (Sabudana mungfali vada)",750,1,7.1,79.8,0.6,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Vegeterian scotch egg",682,2.2,4.6,72.8,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Paneer shaslik/tikka",94,5.1,8,4.5,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Peanut brittle (Moongfali ki chikki)",320,6.9,47.5,11.1,2.6,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Spring roll",624,1.8,8.6,64.6,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dry mango chutney (Sookhe aam ki chutney)",298,2.4,69.2,0.7,3.7,"Fruits","vegetarian","INDB_Kaggle"
"Peanut chutney (Mungfali ki chutney)",258,11.8,9.9,19.1,5.7,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Coconut chutney (Nariyal ki chutney)",266,3.6,8.3,25,6.7,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Mint and coriander chutney (Pudinay aur dhaniye ki chutney)",103,2.8,21.2,0.5,4.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Custard tart",226,3.7,28.7,10.7,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lemon tart",303,6.1,30.7,17.5,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jam tart",361,4.4,46.2,17.4,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange cream tart",197,2.6,27.4,8.7,0.6,"Fruits","vegetarian","INDB_Kaggle"
"Pineapple tart",195,2.3,28.6,8.2,0.9,"Fruits","vegetarian","INDB_Kaggle"
"Cheese and mushroom tart",246,5.5,21.4,15.3,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Cottage cheese pie",239,7.5,20.7,13.8,2.2,"Dairy","vegetarian","INDB_Kaggle"
"Minced meat pie",222,7.4,18.1,13,2.3,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Apple cinnamon pie",259,3.4,33.7,12.2,1.8,"Fruits","vegetarian","INDB_Kaggle"
"Lemon meringue pie",224,3.9,35.1,8.2,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate meringue pie",215,5,28.8,9.2,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cream puffs",221,4.7,16,15.5,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate eclairs",239,4.2,26.2,13.5,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese balls",681,2.2,4.8,72.6,0.2,"Dairy","vegetarian","INDB_Kaggle"
"Minced meat patties",266,6.9,15.3,19.6,0.8,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Cheese patties",324,7.4,22.2,22.7,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Hot cheese souffle",177,9.2,5.4,13.2,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Hot potato souffle",126,5.5,8.6,7.6,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Hot fish souffle",143,11.2,3.7,9.2,0.1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Hot spinach souffle",104,5.4,4.2,7.2,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Plain cream cake",354,6.2,47.2,16.2,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Apple cake (Seb ka cake)",290,4.9,39.5,12.9,1.2,"Fruits","vegetarian","INDB_Kaggle"
"Marble cake",354,6.3,46.9,16.3,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate cake",336,6,45.1,15.2,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange cake",358,6.1,48.3,16.2,0.8,"Fruits","vegetarian","INDB_Kaggle"
"Fruit Loaf",324,5.4,46.5,13.3,0.9,"Fruits","vegetarian","INDB_Kaggle"
"Banana cake (Kele ka cake)",390,5.8,40,23.3,1.1,"Fruits","vegetarian","INDB_Kaggle"
"Chocolate chiffon cake",312,5.8,37.9,15.8,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Christmas cake",373,5.5,48.3,16.9,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Strawberry and vanilla cake with butter icing",371,3.9,44.3,20.4,0.8,"Dairy","vegetarian","INDB_Kaggle"
"Eggless cake",318,8.1,46.1,11.8,0.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Swiss roll",252,7.3,48.3,3.8,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pineapple pastry",208,6.1,29,7.9,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Black forest pastry",234,6.1,34.5,8.5,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Coconut finger",275,7.1,42.6,8.9,1.9,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Pineapple cake",196,5,23.5,9.3,0.8,"Fruits","vegetarian","INDB_Kaggle"
"Chocolate walnut cookies (Chocolate aur akhrot ke cookies)",425,6.6,47.1,23.6,1.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Chocolate chip cookies",425,5.8,58,19.4,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet plain biscuit",381,5.9,50.3,17.7,1.1,"Snacks","vegetarian","INDB_Kaggle"
"Chocolate biscuit",380,5.9,51.6,17.1,1,"Snacks","vegetarian","INDB_Kaggle"
"Coconut biscuit (Nariyal ke biscuit)",435,5.8,42.9,27.2,3.6,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Sweet and salty biscuit (Meethay aur namkeen biscuit)",408,6.2,45.1,22.4,1.7,"Snacks","vegetarian","INDB_Kaggle"
"Peanut biscuit",401,8.5,46.7,20.4,2.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Pin wheel biscuit",405,5.4,54.6,18.7,1.2,"Snacks","vegetarian","INDB_Kaggle"
"Saffron biscuit (Kesar biscuit)",459,6.1,59.7,22,1.9,"Snacks","vegetarian","INDB_Kaggle"
"Masala biscuit",394,6.1,45.2,20.8,2.1,"Snacks","vegetarian","INDB_Kaggle"
"Ice box cookies",374,5.7,56.1,14.4,1.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Ginger bread man",365,6.6,60.3,11,1.6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Danish cookies",475,5.3,58,24.9,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Short bread cookies",443,6,64.8,18,1.6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Coffee biscuit",417,6.9,46.6,23,1.6,"Beverages","vegetarian","INDB_Kaggle"
"Melting moments",438,5.7,55.8,21.8,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Ginger biscuit (Adarak ke biscuit)",418,6,58.4,18.3,1.5,"Snacks","vegetarian","INDB_Kaggle"
"Soyabean muthias",839,2.5,3.7,90.5,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Soyabean tikki",698,3.5,4.4,74,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Soyabean namak paras",838,2.7,4.7,89.8,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peanut burfi (Moongfali ki burfi)",551,9.3,48.1,36.8,4.1,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Spinach peanut namak paras (Palak moongfali namak paras)",740,1.7,6.6,78.5,0.8,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela)",759,2.1,7.6,80,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rice moong dal cheela (Chawal aur moong dal ka cheela)",798,2.7,11.1,82.4,1.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Split bengal gram sweet rice (Channa dal sweet rice)",190,4.2,41.1,0.6,2.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Sweet poori (Meethi poori)",783,2.1,14.3,79.6,1.5,"Sweets","vegetarian","INDB_Kaggle"
"Wheat flour and moong dal burfi (Atta aur moong dal ki burfi)",441,9.8,60,18.4,6,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Spinach burfi (Palak burfi)",121,2.7,12.8,6.8,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet split chickpea roti (Sweet channa dal roti/Puranpoli)",367,9.5,62.7,7.9,8.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Sprouted moong daliya",112,2.8,14.8,4.7,3.1,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Sprouted moong poha",193,5.6,26.6,6.9,3.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Pearl millet ladoo (Bajra ladoo)",320,9.6,51,8.1,6,"Sweets","vegetarian","INDB_Kaggle"
"Paushtik ladoo",486,7.7,60.3,25,4.6,"Sweets","vegetarian","INDB_Kaggle"
"Paushtik roti",149,7.2,26.6,1.5,5.7,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Semolina carrot vada (Suji gajar vada)",700,1.6,6.5,74.1,1.1,"Snacks","vegetarian","INDB_Kaggle"
"Dhokla",216,13.5,30.7,5.3,5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Kashmiri tea (Kehwa)",25,0.2,5.2,0.5,0.2,"Beverages","vegetarian","INDB_Kaggle"
"Steeped hot coffee",16,0.4,3,0.3,0,"Beverages","vegetarian","INDB_Kaggle"
"Hot chocolate",90,3.4,9,4.6,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cold coffee (with cream)",83,1.9,12,3.3,0,"Beverages","vegetarian","INDB_Kaggle"
"Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath)",76,2,11.2,2.8,0.3,"Beverages","vegetarian","INDB_Kaggle"
"Flavoured milkshake",67,2.1,8.7,2.8,0,"Beverages","vegetarian","INDB_Kaggle"
"Jal jeera",30,0.4,6.7,0.3,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gingo",48,0.1,12.4,0.1,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mintade",40,0,10.6,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Canjee",7,0.2,0.4,0.4,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cauliflower canjee (Phoolgobhi ki canjee)",7,0.4,0.4,0.4,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Potato canjee (Aloo canjee)",16,0.4,2.7,0.4,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vermicelli porridge (Semiya/Seviyan porridge)",78,2.5,10.6,3,0.5,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Semolina upma (Suji/Rava upma)",148,3.3,16.3,7.5,3.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Vermicelli upma (Semiya/Seviyan upma)",149,3.1,16.9,7.5,3.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Rice upma",151,2.6,18,7.5,2.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Bread upma",130,2.8,12.6,7.8,2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Vegetable upma",146,4.7,16.5,6.6,4.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Poha",295,6.1,35.1,14.1,3.7,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Vegetable poha",181,4.9,21.5,8.1,3.8,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla)",155,7,19.4,5.1,4.3,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Paneer stuffed cheela/chilla",205,11.4,19.2,8.9,4,"Dairy","vegetarian","INDB_Kaggle"
"Indian style egg bhujia (Anda bhujia (Indian style))",103,6.1,3.8,7,1.5,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"French omelette/omlet",211,10,0.4,18.9,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Puffy omelette/omlet",188,8.8,0.1,16.8,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange omelette/omlet",195,8.9,1.7,16.8,0,"Fruits","vegetarian","INDB_Kaggle"
"Cheese and mushroom omelette/omlet",206,9.7,1.7,17.8,0.9,"Dairy","vegetarian","INDB_Kaggle"
"Spanish omelette/omlet",157,8.3,5.1,11.4,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mixed stock",25,2.1,0.3,1.7,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Meat stock",24,2.1,0,1.8,0,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"White stock",7,0.1,0.4,0.6,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Meat consomme (with mutton)",30,14.9,0.5,13.7,0.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Consomme au julienne",28,12.5,1.5,10.7,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Consomme au vermicelli",30,15.2,1.3,13,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Green pea soup (Matar ka soup)",40,11.1,3.6,12.9,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spinach soup (Palak ka soup)",33,10.5,3,14.3,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mixed vegetable soup",36,8.2,3,11.7,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese soup",41,12.4,1.9,17.1,1.8,"Dairy","vegetarian","INDB_Kaggle"
"Mulligatawny soup",54,11.3,8.2,13.3,2.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cream of carrot soup",60,8.3,5.7,12.4,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cream of broccoli soup",56,9,3.7,12.8,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cream of potato soup",60,8.1,6.1,12.1,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Almond soup (Badam ka soup)",79,10.1,3.7,13.8,0.9,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Cold cucumber cream soup",12,0.3,1.8,0.3,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cold tomato soup",17,0.1,0.6,1.6,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chicken stew",128,7.2,4.4,8.9,1.8,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Veg paneer stew",146,7,10.2,8.4,3.1,"Dairy","vegetarian","INDB_Kaggle"
"Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha)",191,4.4,26.4,7.3,5.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Methi parantha/paratha",148,4.3,22.2,4.3,5.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bathua poori",599,2.4,13.9,59.1,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gram flour poori (Besan poori)",698,2.6,10.9,71.5,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Beetroot poori (Chukandar ki poori)",528,1.9,12.3,52.2,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peas poori (Matar ki poori)",593,3,14.9,57.7,2.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peas kachori (Matar kachori)",585,3.2,13.3,57.5,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pizza",147,6.9,9.9,8.7,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bacon and mushroom pancake",158,6.8,8.5,10.6,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese and tomato pancake",147,5.2,10.7,9.3,1.1,"Dairy","vegetarian","INDB_Kaggle"
"Minced meat pancake (with chicken)",116,12,8.2,10.5,0.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Eggplant/Brinjal rice (Vangi bhat)",185,5.3,31.7,3.7,4.4,"Cereals & Grains","non-vegetarian","INDB_Kaggle"
"Kashmiri 'tahar'",98,2,19.1,1.4,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cumin pulao (Jeera/Zeera pulao)",135,2.5,23.6,3.2,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peas pulao (Matar pulao)",109,3.9,18.4,1.9,3.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao)",117,3.6,19.7,2.3,3.2,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Black channa pulao/ Bengal gram pulao (Kale chane ka pulao)",126,3.4,21.6,2.6,2.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
